Time [s],Gauge Pressure,Inspiratory differenrtial pressure,Expiratory differenrtial pressure
0,8627,8181,8182
0.0030380000000001,8594,8181,8180
0.0224030000000006,8562,8181,8180
0.0239340000000006,8533,8181,8180
0.0291080000000008,8511,8183,8180
0.0353339999999989,8487,8183,8180
0.0443889999999989,8463,8183,8180
0.057818000000001,8442,8186,8180
0.0642239999999994,8423,8188,8180
0.0746010000000012,8398,8191,8180
0.0857980000000005,8377,8193,8180
0.0968380000000018,8356,8196,8182
0.104619,8339,8199,8182
0.112866,8323,8201,8182
0.123688999999999,8301,8204,8182
0.135646999999999,8285,8204,8182
0.143979000000002,8271,8209,8182
0.154678000000001,8263,8209,8182
0.165648000000001,8238,8214,8182
0.176752,8227,8214,8182
0.186907999999999,8198,8217,8182
0.193280000000001,8177,8219,8180
0.204585000000002,8168,8222,8180
0.216066000000001,8158,8224,8182
0.226704000000002,8147,8224,8177
0.235182999999999,8128,8224,8180
0.245180000000001,8141,8230,8177
0.255633,8120,8230,8177
0.264103000000002,8103,8230,8177
0.275371,8097,8232,8182
0.286747999999999,8083,8230,8180
0.293115,8088,8237,8180
0.307224999999999,8097,8232,8174
0.316165999999999,8080,8232,8180
0.325165000000002,8074,8232,8177
0.333496,8097,8237,8182
0.346363,8094,8239,8177
0.355212999999999,8074,8237,8182
0.366592000000001,8072,8242,8177
0.375397,8077,8239,8174
0.386899,8066,8237,8177
0.395597000000002,8069,8239,8180
0.403888000000002,8064,8239,8180
0.415391,8077,8239,8180
0.427012000000001,8072,8242,8180
0.432907,8074,8237,8185
0.446360000000002,8066,8242,8180
0.454964,8069,8247,8180
0.466626000000002,8055,8239,8180
0.474886000000001,8069,8242,8180
0.483872999999999,8074,8245,8180
0.492887,8069,8239,8185
0.503819,8066,8239,8185
0.515339000000001,8069,8242,8182
0.523799,8061,8242,8182
0.535332,8055,8245,8180
0.543839999999999,8066,8242,8180
0.555234000000002,8064,8239,8185
0.564130000000002,8061,8245,8182
0.575459000000002,8058,8247,8180
0.583940999999999,8045,8242,8185
0.59553,8077,8247,8185
0.606202,8042,8242,8177
0.611844999999999,8042,8245,8185
0.625741999999999,8058,8245,8177
0.636344000000001,8034,8247,8180
0.644850000000002,8045,8247,8177
0.655885000000001,8061,8247,8177
0.664743000000001,8053,8242,8182
0.673145000000002,8045,8245,8187
0.684024000000001,8047,8247,8185
0.694887000000001,8055,8247,8180
0.703628999999999,8072,8245,8182
0.71397,8058,8242,8180
0.724876000000002,8080,8245,8182
0.735735000000002,8083,8245,8185
0.744707999999999,8072,8245,8180
0.755998000000002,8097,8242,8180
0.764809,8083,8242,8180
0.775974999999999,8106,8242,8180
0.782306000000002,8083,8239,8180
0.796118,8109,8237,8185
0.804807,8103,8239,8180
0.813637,8112,8239,8182
0.822196000000002,8109,8242,8182
0.833352000000001,8114,8232,8185
0.841841000000002,8125,8232,8185
0.856118000000002,8114,8237,8182
0.865245999999999,8139,8232,8182
0.874051999999999,8144,8230,8185
0.883082000000002,8155,8230,8185
0.893756,8166,8230,8182
0.905311000000001,8182,8227,8182
0.914066000000002,8198,8224,8180
0.92286,8217,8224,8185
0.934426999999999,8222,8222,8185
0.943428000000001,8244,8222,8182
0.954996000000001,8263,8217,8185
0.964012,8283,8217,8182
0.974696000000002,8299,8212,8185
0.983219999999999,8320,8212,8185
0.994378000000001,8337,8209,8187
1.002565,8353,8206,8187
1.014099,8369,8204,8185
1.025408,8396,8201,8185
1.033545,8423,8199,8185
1.043824,8450,8196,8185
1.052806,8481,8193,8185
1.064277,8506,8191,8182
1.07229,8527,8186,8182
1.08372,8541,8186,8182
1.092117,8565,8183,8185
1.102753,8584,8181,8185
1.113768,8600,8183,8180
1.125283,8616,8181,8182
1.134697,8624,8178,8182
1.143615,8639,8178,8177
1.15512,8650,8181,8182
1.163196,8667,8183,8177
1.172189,8694,8183,8190
1.183886,8721,8186,8180
1.194881,8753,8181,8182
1.203061,8769,8181,8185
1.211688,8791,8183,8182
1.225023,8819,8183,8182
1.234035,8839,8183,8185
1.245603,8858,8183,8182
1.251997,8879,8183,8182
1.263193,8899,8178,8182
1.271699,8926,8181,8182
1.285566,8949,8181,8182
1.294026,8980,8181,8182
1.302715,9004,8181,8182
1.311758,9035,8181,8185
1.322471,9063,8178,8185
1.334001,9096,8181,8187
1.345085,9122,8181,8185
1.351449,9149,8181,8185
1.365622,9171,8181,8187
1.374233,9190,8181,8185
1.382763,9208,8181,8187
1.391843,9230,8181,8187
1.402747,9246,8181,8190
1.41092,9270,8178,8185
1.422072,9282,8181,8185
1.433703,9297,8181,8185
1.442021,9287,8181,8182
1.45322,9310,8181,8182
1.463854,9313,8181,8182
1.472762,9321,8181,8180
1.484328,9326,8181,8180
1.492223,9329,8181,8182
1.50297,9332,8181,8185
1.51196,9337,8181,8182
1.520922,9337,8181,8185
1.534797,9337,8181,8185
1.543799,9337,8181,8185
1.554716,9332,8181,8185
1.563699,9334,8181,8185
1.574704,9337,8181,8182
1.583664,9334,8181,8182
1.594895,9332,8181,8185
1.600908,9334,8181,8185
1.6116,9340,8181,8182
1.622422,9340,8178,8185
1.633084,9343,8181,8185
1.641912,9345,8181,8185
1.653268,9352,8181,8180
1.662274,9345,8181,8185
1.67341,9352,8181,8185
1.681481,9354,8181,8185
1.693021,9354,8181,8187
1.704205,9354,8181,8185
1.714201,9360,8178,8182
1.71987,9360,8181,8185
1.733191,9360,8181,8180
1.744598,9363,8181,8180
1.753567,9368,8181,8180
1.76511,9368,8181,8182
1.771533,9371,8181,8182
1.783126,9373,8181,8182
1.792058,9371,8181,8180
1.803665,9371,8181,8180
1.812643,9371,8181,8182
1.823123,9368,8181,8182
1.834593,9368,8181,8182
1.843251,9368,8181,8182
1.851797,9368,8181,8185
1.863184,9368,8181,8185
1.874651,9368,8181,8185
1.883635,9365,8181,8182
1.891791,9368,8178,8182
1.903358,9371,8178,8185
1.914036,9368,8178,8182
1.922152,9371,8178,8185
1.933161,9373,8178,8182
1.944184,9371,8178,8187
1.953069,9373,8178,8187
1.964731,9376,8178,8185
1.971174,9379,8178,8185
1.982592,9379,8178,8182
1.991568,9379,8181,8182
2.003152,9379,8181,8185
2.012142,9379,8181,8182
2.023183,9379,8181,8185
2.032105,9381,8181,8185
2.040753,9379,8181,8185
2.052075,9376,8181,8182
2.063914,9379,8181,8182
2.072752,9376,8181,8182
2.084285,9371,8181,8182
2.093271,9368,8181,8185
2.104867,9368,8178,8185
2.11126,9363,8178,8182
2.122515,9360,8178,8182
2.131499,9357,8178,8185
2.142653,9360,8178,8182
2.152972,9357,8178,8182
2.161571,9357,8178,8182
2.172225,9360,8178,8182
2.183454,9360,8178,8182
2.193809,9360,8178,8182
2.202809,9360,8178,8182
2.213946,9360,8178,8182
2.222908,9363,8178,8182
2.23444,9360,8178,8182
2.240628,9365,8178,8182
2.251505,9365,8178,8180
2.263019,9368,8178,8180
2.274273,9368,8178,8182
2.280469,9371,8178,8180
2.291598,9379,8178,8185
2.30318,9387,8178,8185
2.312069,9393,8178,8182
2.321054,9399,8178,8185
2.332647,9410,8178,8185
2.34326,9415,8178,8185
2.350854,9418,8178,8182
2.359665,9424,8178,8182
2.371085,9427,8178,8182
2.382646,9430,8178,8182
2.394158,9440,8175,8180
2.400557,9443,8178,8182
2.412276,9448,8178,8182
2.420925,9451,8178,8182
2.431704,9457,8178,8185
2.442217,9467,8178,8185
2.450997,9470,8178,8185
2.462639,9476,8178,8185
2.471185,9482,8178,8185
2.482613,9482,8178,8185
2.49164,9482,8178,8185
2.502999,9482,8178,8187
2.511094,9478,8181,8185
2.522162,9482,8181,8185
2.528494,9485,8181,8185
2.540044,9485,8181,8185
2.549667,9485,8181,8185
2.562378,9482,8181,8185
2.569723,9487,8181,8185
2.579368,9487,8181,8182
2.590813,9490,8181,8185
2.6027,9497,8181,8182
2.611288,9490,8181,8182
2.620037,9497,8183,8185
2.630448,9494,8181,8185
2.639964,9494,8181,8185
2.649944,9497,8181,8177
2.66079,9490,8181,8182
2.672422,9494,8181,8182
2.680976,9494,8181,8182
2.692235,9497,8181,8182
2.701226,9494,8181,8182
2.712405,9497,8181,8180
2.721383,9490,8181,8177
2.732127,9487,8181,8182
2.741139,9482,8181,8182
2.752136,9478,8181,8185
2.760128,9470,8181,8182
2.770684,9467,8181,8182
2.781872,9459,8181,8185
2.792903,9454,8181,8182
2.79927,9446,8181,8180
2.813388,9435,8181,8180
2.819827,9427,8181,8185
2.827977,9424,8181,8185
2.841949,9418,8181,8185
2.853387,9412,8181,8180
2.862173,9401,8181,8185
2.872612,9399,8181,8185
2.878399,9391,8181,8182
2.889403,9384,8181,8180
2.90071,9376,8181,8180
2.912214,9365,8181,8177
2.921179,9354,8181,8182
2.930111,9340,8178,8182
2.941642,9329,8178,8180
2.952193,9321,8178,8182
2.96114,9313,8178,8182
2.972251,9305,8178,8185
2.982758,9293,8178,8182
2.991712,9279,8178,8180
3.000744,9267,8178,8185
3.009811,9254,8178,8180
3.021413,9240,8178,8182
3.030307,9227,8178,8180
3.041187,9216,8181,8185
