Time [s],Pressure [cmH2O],Flow [L/s],V_tidal [L],Inspiratory Indicies,Weight [kg]
0,22.0674762352846,0.19066293693981,0,378,59
0.01,22.0674762352846,-0.152406677359627,0.000191281297900913,970,0
0.02,22.0460202545016,-0.152406677359627,-0.00133278547569536,1493,0
0.03,22.0460202545016,0.111894124921677,-0.00153534823788512,2040,0
0.04,22.0460202545016,-0.152406677359627,-0.00173791100007487,2496,0
0.05,22.0138362833272,-0.152406677359627,-0.00326197777367114,2885,0
0.06,21.9494683409783,-0.152406677359627,-0.00478604454726742,3265,0
0.07,21.9280123601953,-0.152406677359627,-0.00631011132086369,3650,0
0.08,21.8958283890209,-0.152406677359627,-0.00783417809445997,4066,0
0.09,21.7992764754975,-0.152406677359627,-0.00935824486805624,0,0
0.1,21.8314604466719,0.111894124921677,-0.009560807630246,0,0
0.11,21.767092504323,-0.152406677359627,-0.00976337039243575,0,0
0.12,21.7349085331486,-0.152406677359627,-0.011287437166032,0,0
0.13,21.7027245619741,0.111894124921677,-0.0114899999282218,0,0
0.14,21.7027245619741,0.111894124921677,-0.010371058679005,0,0
0.15,21.6705405907997,-0.152406677359627,-0.0105736214411948,0,0
0.16,21.6383566196252,-0.152406677359627,-0.012097688214791,0,0
0.17,21.6169006388422,-0.152406677359627,-0.0136217549883873,0,0
0.18,21.5847166676678,-0.152406677359627,-0.0151458217619836,0,0
0.19,21.5525326964933,-0.152406677359627,-0.0166698885355799,0,0
0.2,21.5525326964933,-0.152406677359627,-0.0181939553091761,0,0
0.21,21.5310767157104,-0.152406677359627,-0.0197180220827724,0,0
0.22,21.5310767157104,-0.152406677359627,-0.0212420888563687,0,0
0.23,21.5310767157104,-0.152406677359627,-0.022766155629965,0,0
0.24,21.4988927445359,-0.152406677359627,-0.0242902224035612,0,0
0.25,21.4988927445359,-0.152406677359627,-0.0258142891771575,0,0
0.26,21.4667087733615,-0.242849512660806,-0.0277905701272597,0,0
0.27,21.413068821404,-0.242849512660806,-0.0302190652538677,0,0
0.28,21.3808848502296,-0.242849512660806,-0.0326475603804758,0,0
0.29,21.3487008790551,-0.242849512660806,-0.0350760555070839,0,0
0.3,21.3272448982722,-0.307772604848743,-0.0378291660946316,0,0
0.31,21.2628769559232,-0.242849512660806,-0.0405822766821793,0,0
0.32,21.2628769559232,-0.242849512660806,-0.0430107718087874,0,0
0.33,21.1985090135743,-0.242849512660806,-0.0454392669353955,0,0
0.34,21.1985090135743,-0.152406677359627,-0.0474155478854976,0,0
0.35,21.1663250423999,-0.152406677359627,-0.0489396146590939,0,0
0.36,21.1985090135743,-0.152406677359627,-0.0504636814326902,0,0
0.37,21.1985090135743,-0.152406677359627,-0.0519877482062865,0,0
0.38,21.2199649943573,-0.152406677359627,-0.0535118149798827,0,0
0.39,21.2199649943573,0.111894124921677,-0.0537143777420725,0,0
0.4,21.1663250423999,-0.152406677359627,-0.0539169405042622,0,0
0.41,21.1663250423999,0.111894124921677,-0.054119503266452,0,0
0.42,21.1126850904425,-0.152406677359627,-0.0543220660286417,0,0
0.43,21.1985090135743,-0.152406677359627,-0.055846132802238,0,0
0.44,21.1985090135743,0.111894124921677,-0.0560486955644278,0,0
0.45,21.1985090135743,0.111894124921677,-0.054929754315211,0,0
0.46,21.2950609270977,-0.242849512660806,-0.0555845312539067,0,0
0.47,21.2628769559232,-0.242849512660806,-0.0580130263805147,0,0
0.48,21.3487008790551,-0.152406677359627,-0.0599893073306169,0,0
0.49,21.3487008790551,-0.152406677359627,-0.0615133741042132,0,0
0.5,21.3272448982722,-0.152406677359627,-0.0630374408778094,0,0
0.51,21.3487008790551,-0.242849512660806,-0.0650137218279116,0,0
0.52,21.3272448982722,-0.242849512660806,-0.0674422169545196,0,0
0.53,21.3272448982722,-0.242849512660806,-0.0698707120811277,0,0
0.54,21.2950609270977,-0.242849512660806,-0.0722992072077358,0,0
0.55,21.2950609270977,-0.152406677359627,-0.0742754881578379,0,0
0.56,21.3487008790551,-0.242849512660806,-0.0762517691079401,0,0
0.57,21.3272448982722,-0.242849512660806,-0.0786802642345481,0,0
0.58,21.413068821404,-0.152406677359627,-0.0806565451846503,0,0
0.59,21.434524802187,-0.287763698423059,-0.0828573970635637,0,0
0.6,21.434524802187,-0.152406677359627,-0.0850582489424772,0,0
0.61,21.413068821404,-0.152406677359627,-0.0865823157160734,0,0
0.62,21.3808848502296,-0.152406677359627,-0.0881063824896697,0,0
0.63,21.3487008790551,-0.152406677359627,-0.089630449263266,0,0
0.64,21.3272448982722,-0.152406677359627,-0.0911545160368623,0,0
0.65,21.2950609270977,-0.152406677359627,-0.0926785828104585,0,0
0.66,21.2628769559232,-0.152406677359627,-0.0942026495840548,0,0
0.67,21.2199649943573,-0.152406677359627,-0.0957267163576511,0,0
0.68,21.1663250423999,0.111894124921677,-0.0959292791198409,0,0
0.69,21.1341410712254,0.111894124921677,-0.0948103378706241,0,0
0.7,21.1341410712254,0.111894124921677,-0.0936913966214073,0,0
0.71,21.080501119268,-0.152406677359627,-0.0938939593835971,0,0
0.72,21.0483171480935,-0.242849512660806,-0.0958702403336992,0,0
0.73,21.0268611673106,-0.152406677359627,-0.0978465212838014,0,0
0.74,20.9946771961361,-0.152406677359627,-0.0993705880573977,0,0
0.75,20.9624932249617,0.111894124921677,-0.0995731508195874,0,0
0.76,20.8444853306553,-0.152406677359627,-0.0997757135817772,0,0
0.77,20.7908453786979,0.111894124921677,-0.0999782763439669,0,0
0.78,20.7157494459575,-0.152406677359627,-0.100180839106157,0,0
0.79,20.6942934651745,-0.152406677359627,-0.101704905879753,0,0
0.8,20.6299255228256,-0.152406677359627,-0.103228972653349,0,0
0.81,20.5333736093023,-0.152406677359627,-0.104753039426946,0,0
0.82,20.5119176285193,-0.152406677359627,-0.106277106200542,0,0
0.83,20.4475496861704,-0.152406677359627,-0.107801172974138,0,0
0.84,20.4475496861704,-0.152406677359627,-0.109325239747734,0,0
0.85,20.4153657149959,-0.242849512660806,-0.111301520697837,0,0
0.86,20.329541791864,-0.242849512660806,-0.113730015824445,0,0
0.87,20.329541791864,-0.152406677359627,-0.115706296774547,0,0
0.88,20.2759018399066,-0.242849512660806,-0.117682577724649,0,0
0.89,20.2115338975577,-0.242849512660806,-0.120111072851257,0,0
0.9,20.1578939456003,-0.242849512660806,-0.122539567977865,0,0
0.91,20.0720700224684,-0.307772604848743,-0.125292678565413,0,0
0.92,20.039886051294,-0.307772604848743,-0.1283704046139,0,0
0.93,19.9862460993365,-0.187466864989695,-0.130846601963092,0,0
0.94,19.9004221762046,-0.287763698423059,-0.133222754780156,0,0
0.95,19.8360542338557,-0.307772604848743,-0.136200436296515,0,0
0.96,19.8145982530728,-0.187466864989695,-0.138676633645707,0,0
0.97,19.6965903587664,-0.242849512660806,-0.14082821553396,0,0
0.98,19.6751343779835,-0.242849512660806,-0.143256710660568,0,0
0.99,19.642950406809,-0.307772604848743,-0.146009821248116,0,0
1,19.5571264836771,-0.242849512660806,-0.148762931835663,0,0
1.01,19.5249425125027,-0.307772604848743,-0.151516042423211,0,0
1.02,19.5249425125027,-0.187466864989695,-0.153992239772403,0,0
1.03,19.4391185893708,-0.307772604848743,-0.156468437121596,0,0
1.04,19.4069346181963,-0.307772604848743,-0.159546163170083,0,0
