Time [s],Pressure [cmH2O],Flow [L/s],V_tidal [L],Inspiratory Indicies,Weight [kg]
0,22.3893159470292,-0.654501964032766,0,594,110
0.01,22.8184355626886,-0.597391529845518,-0.00625946746939142,1455,0
0.02,23.4728429765692,-0.577100146942143,-0.0121319258533297,2343,0
0.03,24.0736104384923,-0.462476245820271,-0.0173298078171418,3254,0
0.04,24.5349140253262,-0.422061828944791,-0.0217524981909671,4086,0
0.05,24.9103936890281,-0.344319672144806,-0.0255844056964151,0,0
0.06,25.2215054103812,-0.344319672144806,-0.0290276024178631,0,0
0.07,25.5004331605598,-0.287763698423059,-0.0321880192707025,0,0
0.08,25.7686329203469,-0.216932836689902,-0.0347115019462673,0,0
0.09,26.101200622483,-0.152406677359627,-0.0365581995165149,0,0
0.1,26.4230403342275,-0.216932836689902,-0.0384048970867626,0,0
0.11,26.7341520555806,-0.152406677359627,-0.0402515946570102,0,0
0.12,26.8736159306699,-0.152406677359627,-0.0417756614306065,0,0
0.13,27.1096317192826,-0.152406677359627,-0.0432997282042028,0,0
0.14,27.3241915271123,-0.152406677359627,-0.044823794977799,0,0
0.15,27.4636554022016,-0.242849512660806,-0.0468000759279012,0,0
0.16,27.6460312388568,-0.152406677359627,-0.0487763568780034,0,0
0.17,27.8069510947291,-0.216932836689902,-0.050623054448251,0,0
0.18,27.892775017861,-0.216932836689902,-0.05279238281515,0,0
0.19,27.9785989409928,-0.152406677359627,-0.0546390803853977,0,0
0.2,28.0966068352992,-0.152406677359627,-0.056163147158994,0,0
0.21,28.1609747776481,-0.152406677359627,-0.0576872139325902,0,0
0.22,28.24679870078,-0.242849512660806,-0.0596634948826924,0,0
0.23,28.3326226239118,0.111894124921677,-0.0603182718213881,0,0
0.24,28.3862625758693,-0.242849512660806,-0.0609730487600837,0,0
0.25,28.4828144893926,-0.242849512660806,-0.0634015438866918,0,0
0.26,28.579366402916,-0.152406677359627,-0.0653778248367939,0,0
0.27,28.6330063548734,-0.152406677359627,-0.0669018916103902,0,0
0.28,28.6651903260479,-0.216932836689902,-0.0687485891806378,0,0
0.29,28.7617422395712,-0.216932836689902,-0.0709179175475369,0,0
0.3,28.8475661627031,-0.152406677359627,-0.0727646151177845,0,0
0.31,28.933390085835,-0.152406677359627,-0.0742886818913808,0,0
0.32,29.0084860185754,-0.152406677359627,-0.0758127486649771,0,0
0.33,29.1157659224903,-0.152406677359627,-0.0773368154385733,0,0
0.34,29.2015898456221,-0.152406677359627,-0.0788608822121696,0,0
0.35,29.3195977399285,-0.242849512660806,-0.0808371631622718,0,0
0.36,29.4054216630603,-0.152406677359627,-0.0828134441123739,0,0
0.37,29.5556135285411,0.111894124921677,-0.0830160068745637,0,0
0.38,29.641437451673,-0.152406677359627,-0.0832185696367534,0,0
0.39,29.8130852979368,-0.152406677359627,-0.0847426364103497,0,0
0.4,29.8989092210687,-0.216932836689902,-0.0865893339805974,0,0
0.41,30.016917115375,-0.152406677359627,-0.088436031550845,0,0
0.42,30.1027410385069,-0.152406677359627,-0.0899600983244413,0,0
0.43,30.2207489328132,-0.152406677359627,-0.0914841650980376,0,0
0.44,30.3173008463366,-0.152406677359627,-0.0930082318716338,0,0
0.45,30.4031247694685,-0.152406677359627,-0.0945322986452301,0,0
0.46,30.4567647214259,-0.242849512660806,-0.0965085795953323,0,0
0.47,30.5211326637748,-0.152406677359627,-0.0984848605454344,0,0
0.48,30.6069565869067,-0.152406677359627,-0.100008927319031,0,0
0.49,30.6605965388641,-0.242849512660806,-0.101985208269133,0,0
0.5,30.7571484523875,-0.242849512660806,-0.104413703395741,0,0
0.51,30.8000604139534,-0.242849512660806,-0.106842198522349,0,0
0.52,30.8537003659108,-0.242849512660806,-0.109270693648957,0,0
0.53,30.8858843370853,-0.152406677359627,-0.111246974599059,0,0
0.54,30.9502522794342,-0.242849512660806,-0.113223255549161,0,0
0.55,31.0038922313916,-0.307772604848743,-0.115976366136709,0,0
0.56,31.0038922313916,-0.307772604848743,-0.119054092185197,0,0
0.57,31.0360762025661,-0.242849512660806,-0.121807202772744,0,0
0.58,31.0897161545235,-0.242849512660806,-0.124235697899352,0,0
0.59,31.0897161545235,-0.307772604848743,-0.1269888084869,0,0
0.6,31.1219001256979,-0.242849512660806,-0.129741919074448,0,0
0.61,31.1755400776554,-0.242849512660806,-0.132170414201056,0,0
0.62,31.2399080200043,-0.307772604848743,-0.134923524788604,0,0
0.63,31.2399080200043,-0.287763698423059,-0.137901206304963,0,0
0.64,31.2935479719617,-0.307772604848743,-0.140878887821322,0,0
0.65,31.2935479719617,-0.242849512660806,-0.143631998408869,0,0
0.66,31.3471879239191,-0.287763698423059,-0.146285064464289,0,0
0.67,31.3793718950936,-0.242849512660806,-0.148938130519708,0,0
0.68,31.411555866268,-0.242849512660806,-0.151366625646316,0,0
0.69,31.4973797893999,-0.307772604848743,-0.154119736233864,0,0
0.7,31.5402917509659,-0.242849512660806,-0.156872846821412,0,0
0.71,31.5617477317488,-0.242849512660806,-0.15930134194802,0,0
0.72,31.6475716548807,-0.152406677359627,-0.161277622898122,0,0
0.73,31.7226675876211,-0.152406677359627,-0.162801689671718,0,0
0.74,31.7763075395785,-0.216932836689902,-0.164648387241966,0,0
0.75,31.8406754819274,-0.152406677359627,-0.166495084812213,0,0
0.76,31.8943154338849,-0.242849512660806,-0.168471365762315,0,0
0.77,31.9264994050593,-0.152406677359627,-0.170447646712418,0,0
0.78,31.9801393570167,-0.152406677359627,-0.171971713486014,0,0
0.79,32.0552352897571,-0.152406677359627,-0.17349578025961,0,0
0.8,32.141059212889,-0.242849512660806,-0.175472061209712,0,0
0.81,32.2268831360209,-0.152406677359627,-0.177448342159814,0,0
0.82,32.2805230879783,-0.152406677359627,-0.178972408933411,0,0
0.83,32.2805230879783,-0.152406677359627,-0.180496475707007,0,0
0.84,32.3663470111102,0.111894124921677,-0.180699038469197,0,0
0.85,32.4307149534591,-0.152406677359627,-0.180901601231386,0,0
0.86,32.4843549054165,0.111894124921677,-0.181104163993576,0,0
0.87,32.516538876591,0.111894124921677,-0.179985222744359,0,0
0.88,32.5487228477654,-0.242849512660806,-0.180639999683055,0,0
0.89,32.5701788285484,-0.152406677359627,-0.182616280633157,0,0
0.9,32.5487228477654,0.111894124921677,-0.182818843395347,0,0
0.91,32.6023627997229,0.111894124921677,-0.18169990214613,0,0
0.92,32.5701788285484,-0.242849512660806,-0.182354679084826,0,0
0.93,32.6023627997229,-0.242849512660806,-0.184783174211434,0,0
0.94,32.6345467708973,-0.242849512660806,-0.187211669338042,0,0
0.95,32.6881867228548,-0.242849512660806,-0.18964016446465,0,0
0.96,32.7418266748122,-0.242849512660806,-0.192068659591258,0,0
0.97,32.7954666267696,-0.242849512660806,-0.194497154717866,0,0
0.98,32.7954666267696,-0.242849512660806,-0.196925649844474,0,0
0.99,32.8598345691185,-0.242849512660806,-0.199354144971082,0,0
1,32.8276505979441,-0.287763698423059,-0.202007211026502,0,0
1.01,32.8276505979441,-0.242849512660806,-0.204660277081921,0,0
1.02,32.7954666267696,-0.307772604848743,-0.207413387669469,0,0
1.03,32.7418266748122,-0.152406677359627,-0.209714284080511,0,0
1.04,32.7096427036377,-0.152406677359627,-0.211238350854107,0,0
1.05,32.6023627997229,-0.242849512660806,-0.213214631804209,0,0
1.06,32.5487228477654,-0.242849512660806,-0.215643126930817,0,0
1.07,32.4843549054165,-0.307772604848743,-0.218396237518365,0,0
1.08,32.3985309822847,-0.242849512660806,-0.221149348105912,0,0
1.09,32.3127070591528,-0.242849512660806,-0.223577843232521,0,0
1.1,32.2590671071954,-0.307772604848743,-0.226330953820068,0,0
1.11,32.2590671071954,-0.242849512660806,-0.229084064407616,0,0
1.12,32.2268831360209,-0.242849512660806,-0.231512559534224,0,0
1.13,32.141059212889,-0.152406677359627,-0.233488840484326,0,0
1.14,32.141059212889,-0.152406677359627,-0.235012907257923,0,0
1.15,32.141059212889,-0.242849512660806,-0.236989188208025,0,0
1.16,32.141059212889,-0.152406677359627,-0.238965469158127,0,0
1.17,32.141059212889,0.111894124921677,-0.239168031920317,0,0
1.18,32.1732431840635,-0.242849512660806,-0.239822808859012,0,0
1.19,32.1946991648464,-0.287763698423059,-0.242475874914432,0,0
1.2,32.1946991648464,-0.152406677359627,-0.244676726793345,0,0
1.21,32.1732431840635,-0.242849512660806,-0.246653007743447,0,0
1.22,32.1732431840635,-0.152406677359627,-0.248629288693549,0,0
1.23,32.1732431840635,-0.287763698423059,-0.250830140572463,0,0
1.24,32.1732431840635,-0.242849512660806,-0.253483206627882,0,0
1.25,32.141059212889,-0.242849512660806,-0.25591170175449,0,0
1.26,32.1732431840635,-0.152406677359627,-0.257887982704592,0,0
1.27,32.1946991648464,-0.152406677359627,-0.259412049478189,0,0
1.28,32.1946991648464,-0.152406677359627,-0.260936116251785,0,0
1.29,32.1946991648464,-0.287763698423059,-0.263136968130698,0,0
1.3,32.1946991648464,-0.152406677359627,-0.265337820009612,0,0
1.31,32.1946991648464,0.111894124921677,-0.265540382771801,0,0
1.32,32.1732431840635,-0.152406677359627,-0.265742945533991,0,0
1.33,32.141059212889,-0.216932836689902,-0.267589643104239,0,0
1.34,32.1088752417146,-0.152406677359627,-0.269436340674487,0,0
1.35,32.0230513185827,-0.152406677359627,-0.270960407448083,0,0
1.36,31.9586833762338,-0.152406677359627,-0.272484474221679,0,0
1.37,31.8943154338849,-0.152406677359627,-0.274008540995275,0,0
1.38,31.8621314627104,-0.152406677359627,-0.275532607768872,0,0
1.39,31.7548515587956,-0.152406677359627,-0.277056674542468,0,0
1.4,31.7226675876211,-0.152406677359627,-0.278580741316064,0,0
1.41,31.6261156740977,-0.152406677359627,-0.280104808089661,0,0
1.42,31.5939317029233,-0.152406677359627,-0.281628874863257,0,0
1.43,31.5402917509659,-0.152406677359627,-0.283152941636853,0,0
1.44,31.4651958182255,-0.152406677359627,-0.284677008410449,0,0
1.45,31.411555866268,-0.152406677359627,-0.286201075184046,0,0
1.46,31.3793718950936,-0.152406677359627,-0.287725141957642,0,0
1.47,31.3793718950936,-0.242849512660806,-0.289701422907744,0,0
1.48,31.3257319431362,-0.242849512660806,-0.292129918034352,0,0
1.49,31.3257319431362,-0.152406677359627,-0.294106198984454,0,0
1.5,31.2935479719617,-0.216932836689902,-0.295952896554702,0,0
1.51,31.2613640007872,-0.152406677359627,-0.29779959412495,0,0
1.52,31.2399080200043,-0.287763698423059,-0.300000446003863,0,0
1.53,31.2077240488298,-0.152406677359627,-0.302201297882776,0,0
1.54,31.1755400776554,-0.152406677359627,-0.303725364656373,0,0
1.55,31.1433561064809,-0.242849512660806,-0.305701645606475,0,0
1.56,31.1219001256979,-0.242849512660806,-0.308130140733083,0,0
1.57,31.0897161545235,-0.242849512660806,-0.310558635859691,0,0
1.58,31.057532183349,-0.242849512660806,-0.312987130986299,0,0
1.59,31.0038922313916,-0.242849512660806,-0.315415626112907,0,0
1.6,30.9717082602172,-0.287763698423059,-0.318068692168326,0,0
1.61,30.9502522794342,-0.242849512660806,-0.320721758223746,0,0
1.62,30.8858843370853,-0.242849512660806,-0.323150253350354,0,0
1.63,30.8858843370853,-0.242849512660806,-0.325578748476962,0,0
1.64,30.8322443851279,-0.242849512660806,-0.32800724360357,0,0
1.65,30.8322443851279,-0.242849512660806,-0.330435738730178,0,0
1.66,30.7356924716045,-0.307772604848743,-0.333188849317726,0,0
1.67,30.7356924716045,-0.287763698423059,-0.336166530834085,0,0
1.68,30.6605965388641,-0.242849512660806,-0.338819596889504,0,0
1.69,30.6284125676896,-0.242849512660806,-0.341248092016112,0,0
1.7,30.6069565869067,-0.242849512660806,-0.34367658714272,0,0
1.71,30.5425886445578,-0.242849512660806,-0.346105082269328,0,0
1.72,30.4567647214259,-0.307772604848743,-0.348858192856876,0,0
1.73,30.4245807502514,-0.242849512660806,-0.351611303444423,0,0
1.74,30.370940798294,-0.242849512660806,-0.354039798571032,0,0
1.75,30.3173008463366,-0.242849512660806,-0.35646829369764,0,0
1.76,30.3173008463366,-0.152406677359627,-0.358444574647742,0,0
1.77,30.2422049135962,-0.152406677359627,-0.359968641421338,0,0
1.78,30.1885649616388,-0.152406677359627,-0.361492708194934,0,0
1.79,30.1885649616388,-0.152406677359627,-0.363016774968531,0,0
1.8,30.1563809904643,-0.242849512660806,-0.364993055918633,0,0
1.81,30.1885649616388,-0.152406677359627,-0.366969336868735,0,0
1.82,30.1885649616388,-0.152406677359627,-0.368493403642331,0,0
1.83,30.1885649616388,-0.152406677359627,-0.370017470415927,0,0
1.84,30.2207489328132,-0.152406677359627,-0.371541537189524,0,0
1.85,30.1885649616388,-0.152406677359627,-0.37306560396312,0,0
